,name,review_count,rating,transactions,price,latitude,longitude,alias,address1,city,zip_code,display_address
336,McDermott's Pub,62,4.0,['delivery'],$$,40.84276,-73.84622,pubs,2634 E Tremont Ave,Bronx,10461,"['2634 E Tremont Ave', 'Bronx, NY 10461']"
337,B Side Pizza & Wine Bar,1200,4.5,"['pickup', 'delivery']",$$,40.76388,-73.98821,pizza,370 W 51st St,New York,10019,"['370 W 51st St', 'New York, NY 10019']"
338,Melba's Restaurant,1414,4.0,"['pickup', 'delivery']",$$,40.8031468838453,-73.9565069228411,southern,300 W 114th St,New York,10026,"['300 W 114th St', 'New York, NY 10026']"
339,Raku,1303,4.5,"['pickup', 'delivery']",$$,40.7264988089246,-73.9866526052356,japanese,342 E 6th St,New York,10003,"['342 E 6th St', 'New York, NY 10003']"
340,ShabuRo,535,4.5,"['pickup', 'delivery']",$$,40.8480599,-73.98447,hotpot,520 Bergen Blvd,Palisades Park,07650,"['520 Bergen Blvd', 'Ste 2', 'Palisades Park, NJ 07650']"
341,The Barbecue Pit,125,4.0,"['pickup', 'delivery']",$$,40.90533,-73.89777,bbq,5788 Mosholu Ave,Bronx,10471,"['5788 Mosholu Ave', 'Bronx, NY 10471']"
342,Tanner Smiths,1873,4.5,"['pickup', 'delivery']",$$,40.76442,-73.98169,cocktailbars,204 W 55th St,New York,10019,"['204 W 55th St', 'New York, NY 10019']"
343,Woorijip,2726,4.0,"['pickup', 'delivery']",$,40.74747,-73.98648,korean,12 W 32nd St,New York,10001,"['12 W 32nd St', 'New York, NY 10001']"
344,Cascalote Latin Bistro,374,4.5,"['pickup', 'delivery']",$$,40.79271,-73.94069,latin,2126 2nd Ave,New York,10029,"['2126 2nd Ave', 'New York, NY 10029']"
345,Bronx Museum of the Arts,56,4.0,[],,40.83102,-73.91975,museums,1040 Grand Concourse,Bronx,10456,"['1040 Grand Concourse', 'Bronx, NY 10456']"
346,ilili,2541,4.0,"['pickup', 'delivery']",$$$,40.74435,-73.98778,mediterranean,236 5th Ave,New York,10001,"['236 5th Ave', 'New York, NY 10001']"
347,Tony's Beechhurst Deli,224,5.0,['delivery'],$$,40.7917673014336,-73.8074826952133,delis,1118 154th St,Whitestone,11357,"['1118 154th St', 'Whitestone, NY 11357']"
348,Vegans Delight,55,4.5,['delivery'],$,40.878643,-73.844436,vegan,3565 Boston Rd,New York,10469,"['3565 Boston Rd', 'New York, NY 10469']"
349,Saigon Shack,2543,4.0,"['pickup', 'delivery']",$$,40.72969,-74.000629,vietnamese,114 Macdougal St,New York,10012,"['114 Macdougal St', 'New York, NY 10012']"
350,taïm mediterranean kitchen - West Village,1549,4.5,"['delivery', 'pickup']",$$,40.736002376347,-74.0019588366439,falafel,222 Waverly Pl,New York,10014,"['222 Waverly Pl', 'New York, NY 10014']"
351,The Smith,2870,4.0,"['delivery', 'pickup']",$$,40.755165,-73.967868,newamerican,956 2nd Ave,New York,10022,"['956 2nd Ave', 'New York, NY 10022']"
352,Escape Latino,112,4.0,"['delivery', 'pickup']",$$,40.8483407,-73.8316408,latin,1841 Hobart Ave,Bronx,10461,"['1841 Hobart Ave', 'Bronx, NY 10461']"
353,Sushi Yasaka,1875,4.0,"['delivery', 'pickup']",$$,40.779583,-73.983482,japanese,251 W 72nd St,New York,10023,"['251 W 72nd St', 'New York, NY 10023']"
354,Trattoria Trecolori,2468,4.0,"['delivery', 'pickup']",$$,40.759876,-73.986767,italian,254 West 47th St,New York,10036,"['254 West 47th St', 'New York, NY 10036']"
355,Alimama,1520,4.5,"['delivery', 'pickup']",$$,40.715768,-73.9992981,desserts,89A Bayard St,New York,10013,"['89A Bayard St', 'New York, NY 10013']"
356,Sakagura,1806,4.0,['delivery'],$$$$,40.7516467024541,-73.9729489318165,japanese,211 E 43rd St,New York,10017,"['211 E 43rd St', 'New York, NY 10017']"
357,Tasty Deli,290,4.0,"['delivery', 'pickup']",$,40.8417636163985,-73.9390395039113,delis,4020 Broadway,New York,10032,"['4020 Broadway', 'New York, NY 10032']"
358,Soft Swerve,1687,4.5,"['delivery', 'pickup']",$$,40.718201,-73.991247,icecream,85B Allen St,New York,10002,"['85B Allen St', 'New York, NY 10002']"
359,Schmackary's,2091,4.0,"['delivery', 'pickup']",$,40.760153883881,-73.990944257291,desserts,362 W 45th St,New York,10036,"['362 W 45th St', 'New York, NY 10036']"
360,188 Bakery Cuchifritos,89,4.0,['delivery'],$,40.8614682,-73.8983208,bakeries,158 E 188th St,Bronx,10468,"['158 E 188th St', 'Bronx, NY 10468']"
361,Roberta's,3077,4.0,"['delivery', 'pickup']",$$,40.70493,-73.93399,pizza,261 Moore St,Brooklyn,11206,"['261 Moore St', 'Brooklyn, NY 11206']"
362,Peter Pan Donut & Pastry Shop,1457,4.5,['delivery'],$,40.726086,-73.952308,bakeries,727 Manhattan Ave,Brooklyn,11222,"['727 Manhattan Ave', 'Brooklyn, NY 11222']"
363,Sea Fire Grill,1369,4.5,['delivery'],$$$,40.754712702669345,-73.97222533963885,seafood,158 E 48th St,New York,10017,"['158 E 48th St', 'New York, NY 10017']"
364,OBAO,3224,4.0,"['delivery', 'pickup']",$$,40.7606544,-73.991332,vietnamese,647 9th Ave,New York,10036,"['647 9th Ave', 'New York, NY 10036']"
365,Cross Bronx Pizzeria,62,4.0,"['delivery', 'pickup']",$,40.830015,-73.850774,pizza,2170 Cross Bronx Expy,Bronx,10472,"['2170 Cross Bronx Expy', 'Bronx, NY 10472']"
366,Blend on the Water,3535,4.0,"['delivery', 'pickup']",$$,40.748216,-73.956973,latin,45-40 Center Blvd,Long Island City,11109,"['45-40 Center Blvd', 'Long Island City, NY 11109']"
367,The Boil,1992,4.0,"['delivery', 'pickup']",$$,40.71974,-73.99339,cajun,139 Chrystie St,New York,10002,"['139 Chrystie St', 'New York, NY 10002']"
368,Jane Restaurant,3330,4.0,"['delivery', 'pickup']",$$,40.7273779,-74.00025,breakfast_brunch,100 W Houston St,New York,10012,"['100 W Houston St', 'New York, NY 10012']"
369,Balthazar,3317,4.0,"['delivery', 'pickup']",$$$,40.7226892950401,-73.9982149184027,french,80 Spring St,New York,10012,"['80 Spring St', 'New York, NY 10012']"
370,Lash West Indian & American Cuisine,177,3.5,"['delivery', 'pickup']",$$,40.87122,-73.8632,indpak,800 Burke Ave,Bronx,10467,"['800 Burke Ave', 'Bronx, NY 10467']"
371,Sugar Sweet Sunshine Bakery,2099,4.0,"['delivery', 'pickup']",$,40.719851,-73.987011,bakeries,126 Rivington St,New York,10002,"['126 Rivington St', 'New York, NY 10002']"
372,Neem Indian Cuisine,68,4.0,"['delivery', 'pickup']",,40.886547,-73.909968,indpak,3549 Johnson Ave,New York,10463,"['3549 Johnson Ave', 'New York, NY 10463']"
373,Bleecker Street Pizza,2564,4.0,"['delivery', 'pickup']",$,40.7320627016512,-74.0036552270137,pizza,69 7th Ave S,New York,10014,"['69 7th Ave S', 'New York, NY 10014']"
374,Yankee Tavern,111,4.0,"['delivery', 'pickup']",$$,40.8273023,-73.9252554,sportsbars,72 E 161st St,Bronx,10451,"['72 E 161st St', 'Bronx, NY 10451']"
375,The Honey Well,301,4.5,"['pickup', 'delivery', 'restaurant_reservation']",$$,40.82849,-73.94862,cocktailbars,3604 Broadway,New York,10031,"['3604 Broadway', 'New York, NY 10031']"
376,Novelty Eats,97,4.0,['delivery'],$$,40.847874,-73.83174,comfortfood,1821 Hobart Ave,Bronx,10461,"['1821 Hobart Ave', 'Bronx, NY 10461']"
377,Manolo Tapas,292,4.0,['delivery'],$$,40.84713,-73.93837,tapas,4165 Broadway,New York,10033,"['4165 Broadway', 'New York, NY 10033']"
378,Maison Pickle,1370,4.0,"['delivery', 'pickup']",$$,40.7870473,-73.9781361,cocktailbars,2315 Broadway,New York,10024,"['2315 Broadway', 'New York, NY 10024']"
379,Royal Coach Diner,211,3.5,"['delivery', 'pickup']",$$,40.8724886,-73.8542747,diners,3260 Boston Rd,Bronx,10469,"['3260 Boston Rd', 'Bronx, NY 10469']"
380,Yaar Indian Restaurant,422,4.5,"['delivery', 'pickup']",$$,40.774803026853,-73.9120166023413,indpak,22-55 31st St,Astoria,11105,"['22-55 31st St', 'Astoria, NY 11105']"
381,Pizza Palace,134,4.5,[],$,40.8629818681867,-73.9256393909454,pizza,121 Dyckman St,New York,10034,"['121 Dyckman St', 'New York, NY 10034']"
382,McSorleys Old Ale House,1846,4.5,[],$,40.72884,-73.98965,divebars,15 E 7th St,New York,10003,"['15 E 7th St', 'New York, NY 10003']"
383,Scarpetta,2079,4.0,['delivery'],$$$,40.744509,-73.9856,italian,88 Madison Ave,New York,10016,"['88 Madison Ave', 'New York, NY 10016']"
384,John's of Bleecker Street,2243,4.0,"['delivery', 'pickup']",$$,40.73158,-74.00332,pizza,278 Bleecker St,New York,10014,"['278 Bleecker St', 'New York, NY 10014']"
385,Sugar Freak,1854,4.0,"['delivery', 'pickup']",$$,40.7646298318085,-73.9159499108791,cajun,37-11 30th Ave,Astoria,11103,"['37-11 30th Ave', 'Astoria, NY 11103']"
386,Empanada Mama - Hell's Kitchen,2704,4.0,"['delivery', 'pickup']",$$,40.76441,-73.9885,latin,765 9th Ave,New York,10019,"['765 9th Ave', 'New York, NY 10019']"
387,Milk & Cream Cereal Bar,1085,4.5,"['delivery', 'pickup']",$$,40.71958,-73.99654,icecream,159 Mott St,New York,10013,"['159 Mott St', 'New York, NY 10013']"
388,Ginger and Lemongrass,875,4.0,"['delivery', 'pickup']",$$,40.78929,-73.81369,vietnamese,1253 150th St,Whitestone,11357,"['1253 150th St', 'Whitestone, NY 11357']"
389,Crosby Pizza Stop,91,4.0,"['delivery', 'pickup']",$,40.846125,-73.831939,pizza,1731 Crosby Ave,Bronx,10461,"['1731 Crosby Ave', 'Bronx, NY 10461']"
