,name,review_count,rating,price,latitude,longitude,alias,address1,city,zip_code,display_address
766,Punjabi Grocery & Deli,429,4.5,$,40.7227225423661,-73.9866224576721,indpak,114 E 1st St,New York,10009,"['114 E 1st St', 'New York, NY 10009']"
767,The Food Sermon Kitchen,272,4.5,$$,40.6985551,-73.9712029,caribbean,141 Flushing Ave,Brooklyn,11205,"['141 Flushing Ave', 'Bldg 77 Unit 108', 'The Brooklyn Navy Yard', 'Brooklyn, NY 11205']"
768,SoleLuna Restaurant,454,4.5,$$,40.7439934462309,-73.9240421354771,cafes,40-01 Queens Blvd,Sunnyside,11104,"['40-01 Queens Blvd', 'Sunnyside, NY 11104']"
769,Ravagh Persian Grill,841,4.0,$$,40.7456786718064,-73.98553035480293,mideastern,173 Madison Ave,New York,10016,"['173 Madison Ave', 'New York, NY 10016']"
770,Carmine's Italian Restaurant - Upper West Side,1562,4.0,$$$,40.791077,-73.973763,italian,2450 Broadway,New York,10024,"['2450 Broadway', 'New York, NY 10024']"
771,The Capital Grille,623,4.0,$$$,40.70811739982277,-74.01022643450419,seafood,120 Broadway,New York,10271,"['120 Broadway', 'New York, NY 10271']"
772,Peppino's Brick Oven Pizza & Restaurant,466,4.5,$$,40.668221,-73.986936,pizza,469 5th Ave,Brooklyn,11215,"['469 5th Ave', 'Brooklyn, NY 11215']"
773,Mom's Kitchen & Bar,883,4.0,$$,40.76372,-73.92158,bars,33-01 31st Ave,Astoria,11102,"['33-01 31st Ave', 'Astoria, NY 11102']"
774,Nish Nush,343,4.5,$$,40.7093241238432,-74.00800699314742,vegetarian,41 John St,New York,10038,"['41 John St', 'New York, NY 10038']"
775,Khe-Yo,876,4.0,$$,40.716906,-74.008587,laotian,157 Duane St,New York,10013,"['157 Duane St', 'New York, NY 10013']"
776,Harry's,737,4.0,$$$,40.704512,-74.009834,steak,1 Hanover Sq,New York,10004,"['1 Hanover Sq', 'New York, NY 10004']"
777,Robert,969,4.0,$$$,40.767394,-73.982036,newamerican,2 Columbus Cir,New York,10019,"['2 Columbus Cir', 'New York, NY 10019']"
778,Pure Ktchn,355,4.5,$$,40.76053,-73.98992,salad,352 West 46th St,New York,10036,"['352 West 46th St', 'New York, NY 10036']"
779,Yaar Indian Restaurant,422,4.5,$$,40.774803026853,-73.9120166023413,indpak,22-55 31st St,Astoria,11105,"['22-55 31st St', 'Astoria, NY 11105']"
780,Hao Noodle Chelsea,491,4.5,$$,40.7406999,-74.00436,chinese,343 W 14th St,New York,10014,"['343 W 14th St', 'New York, NY 10014']"
781,Momoya,737,4.0,$$,40.7426255196333,-73.9966481924057,sushi,185 7th Ave,New York,10011,"['185 7th Ave', 'New York, NY 10011']"
782,Negril BK,740,4.0,$$,40.67501,-73.98163,caribbean,256 5th Ave,Brooklyn,11215,"['256 5th Ave', 'Brooklyn, NY 11215']"
783,Starbucks Reserve Roastery New York,709,4.0,$$,40.741621,-74.005138,coffeeroasteries,61 9th Ave,New York,10011,"['61 9th Ave', 'New York, NY 10011']"
784,Miss KOREA BBQ,1970,3.5,$$,40.747452,-73.986336,korean,10 W 32nd St,New York,10001,"['10 W 32nd St', '1st, 2nd & Fl 3', 'New York, NY 10001']"
785,L'ADRESSE,728,4.0,$$$,40.75403,-73.98539,newamerican,1065 Ave Of The Americas,New York,10018,"['1065 Ave Of The Americas', 'New York, NY 10018']"
786,Pasticceria Rocco,1084,4.0,$,40.73083,-74.00265,bakeries,243 Bleecker St,New York,10014,"['243 Bleecker St', 'New York, NY 10014']"
787,Café Henri,738,4.0,$$,40.742559,-73.953697,french,1010 50th Ave,Long Island City,11101,"['1010 50th Ave', 'Long Island City, NY 11101']"
788,The Musket Room,533,4.0,$$$$,40.72392,-73.99378,newamerican,265 Elizabeth St,New York,10012,"['265 Elizabeth St', 'New York, NY 10012']"
789,Taste Good Malaysian Cuisine,753,4.0,$$,40.7417090264307,-73.8821911811829,malaysian,82-18 45th Ave,Elmhurst,11373,"['82-18 45th Ave', 'Elmhurst, NY 11373']"
790,Barbounia,1365,3.5,$$$,40.7383263,-73.9880646,greek,250 Park Ave S,New York,10003,"['250 Park Ave S', 'New York, NY 10003']"
791,Ras Plant Based,226,5.0,$$,40.67343,-73.95682,ethiopian,739 Franklin Ave,Brooklyn,11238,"['739 Franklin Ave', 'Brooklyn, NY 11238']"
792,Vic's,522,4.0,$$,40.72693,-73.99319,italian,31 Great Jones St,New York,10012,"['31 Great Jones St', 'New York, NY 10012']"
793,Tia Pol,716,4.0,$$,40.7473,-74.00481,tapas,205 10th Ave,New York,10011,"['205 10th Ave', 'New York, NY 10011']"
794,Santiago's Beer Garden,626,4.5,$$,40.79849,-73.93382,dominican,2337 1st Ave,New York,10035,"['2337 1st Ave', 'New York, NY 10035']"
795,Ofrenda,1023,4.0,$$,40.73391,-74.00242,mexican,113 7th Ave S,New York,10014,"['113 7th Ave S', 'New York, NY 10014']"
796,Shake Shack,881,4.0,$,40.6920881,-73.9888694,burgers,409 Fulton St,Brooklyn,11201,"['409 Fulton St', 'Brooklyn, NY 11201']"
797,TAO Downtown Restaurant,1530,3.5,$$$,40.7425433160708,-74.00384559819703,panasian,92 9th Ave,New York,10011,"['92 9th Ave', 'New York, NY 10011']"
798,Amaranto Mexican Restaurant,374,4.5,$$,40.703111,-73.921892,mexican,887 Hart St,Brooklyn,11237,"['887 Hart St', 'Brooklyn, NY 11237']"
799,Taste of Heaven,197,5.0,$$,40.717115,-73.940613,soulfood,251 Jackson St,Brooklyn,11211,"['251 Jackson St', 'Brooklyn, NY 11211']"
800,Melba's Restaurant,1414,4.0,$$,40.8031468838453,-73.9565069228411,southern,300 W 114th St,New York,10026,"['300 W 114th St', 'New York, NY 10026']"
801,Patrizia's Pizza and Pasta,694,4.0,$$,40.7398415,-73.9792862,italian,462-466 2nd Ave,New York,10016,"['462-466 2nd Ave', 'New York, NY 10016']"
802,Lilia,968,4.0,$$$,40.71757,-73.95236,italian,567 Union Ave,Brooklyn,11211,"['567 Union Ave', 'Brooklyn, NY 11211']"
803,Attaboy,638,4.0,$$,40.71887,-73.99134,cocktailbars,134 Eldridge St,New York,10002,"['134 Eldridge St', 'New York, NY 10002']"
804,Catch NYC,2517,3.5,$$$,40.740234,-74.006342,asianfusion,21 9th Ave,New York,10014,"['21 9th Ave', 'New York, NY 10014']"
805,Momofuku Ko,343,4.5,$$$$,40.72474046278671,-73.99144358343166,newamerican,8 Extra Pl,New York,10003,"['8 Extra Pl', 'New York, NY 10003']"
806,Mango Mango Dessert,700,4.0,$,40.71528,-73.99811,desserts,63 Bayard St,New York,10013,"['63 Bayard St', 'New York, NY 10013']"
807,Avant Garden,382,4.5,$$$,40.7261499,-73.98402,newamerican,130 E 7th St,New York,10009,"['130 E 7th St', 'New York, NY 10009']"
808,Spaghetti Incident,621,4.0,$$,40.7223153441439,-73.9899454318763,italian,231 Eldridge St,New York,10002,"['231 Eldridge St', 'New York, NY 10002']"
809,Samba Kitchen,469,4.5,$$,40.764666,-73.9912643,brazilian,457 W 50th St,New York,10019,"['457 W 50th St', 'New York, NY 10019']"
810,Qahwah House,189,5.0,$,40.7185628184474,-73.9571302649415,mideastern,162 Bedford Ave,Brooklyn,11249,"['162 Bedford Ave', 'Brooklyn, NY 11249']"
811,Congee Village,1669,3.5,$$,40.7187,-73.99031,cantonese,100 Allen St,New York,10002,"['100 Allen St', 'New York, NY 10002']"
812,The Flying Cock,642,4.0,$$,40.74535,-73.97821,pubs,497 3rd Ave,New York,10016,"['497 3rd Ave', 'New York, NY 10016']"
813,Tableside Italian Cook Shoppe,310,4.5,$$$,40.7266287,-73.9863384,italian,345 E 6th St,New York,10003,"['345 E 6th St', 'New York, NY 10003']"
814,Le Coucou,593,4.0,$$$$,40.71909,-74.00013,french,138 Lafayette St,New York,10013,"['138 Lafayette St', 'New York, NY 10013']"
815,Tacombi - Nolita,1161,3.5,$$,40.7240304,-73.9939028,mexican,267 Elizabeth St,New York,10012,"['267 Elizabeth St', 'New York, NY 10012']"
816,The Horny Ram,628,4.0,$$,40.75528,-73.96857,newamerican,951 2nd Ave,New York,10022,"['951 2nd Ave', 'New York, NY 10022']"
817,Golden Unicorn,1898,3.5,$$,40.7136770496642,-73.997163364418,dimsum,18 E Broadway,New York,10002,"['18 E Broadway', 'New York, NY 10002']"
818,Uncle Gussy's,465,4.5,$,40.7576813278964,-73.9732953737526,foodtrucks,345 Park Ave,New York,10154,"['345 Park Ave', 'New York, NY 10154']"
819,Ornella Trattoria Italiana,970,4.0,$$,40.77492896373639,-73.9131205612016,italian,29-17 23rd Ave,Astoria,11105,"['29-17 23rd Ave', 'Astoria, NY 11105']"
820,Senza Gluten,625,4.0,$$,40.7290911050589,-74.0003699151971,italian,206 Sullivan St,New York,10012,"['206 Sullivan St', 'New York, NY 10012']"
821,Pio Pio 7,844,4.0,$$,40.74534,-73.97761,latin,210 E 34th St,New York,10016,"['210 E 34th St', 'New York, NY 10016']"
822,Waldy's Wood Fired Pizza & Penne,835,4.0,$,40.7457666039821,-73.9906402533629,pizza,800 6th Ave,New York,10001,"['800 6th Ave', 'New York, NY 10001']"
823,Yakiniku West,717,4.0,$$,40.72965099486931,-73.98853995116153,japanese,218 E 9th St,New York,10003,"['218 E 9th St', 'New York, NY 10003']"
824,Tomiño Taberna Gallega,331,4.5,$$$,40.7192978908919,-73.9969160361937,wine_bars,192 Grand St,New York,10013,"['192 Grand St', 'New York, NY 10013']"
825,Pi Bakerie,309,4.5,$$,40.723644,-74.00325,bakeries,512 Broome St,New York,10013,"['512 Broome St', 'New York, NY 10013']"
826,Adel's Famous Halal Food,337,4.5,$,40.75969142173696,-73.98066937503336,mideastern,49th & 6th,New York,10019,"['49th & 6th', 'New York, NY 10019']"
827,Pinklady Cheese Tart,270,4.5,$$,40.7141357508495,-73.9988519623876,desserts,11 Mott St,New York,10013,"['11 Mott St', 'New York, NY 10013']"
828,JUA,175,5.0,$$$$,40.739694,-73.987832,korean,36 E 22nd St,New York,10010,"['36 E 22nd St', 'New York, NY 10010']"
829,Souvlaki GR,924,4.0,$$,40.721196,-73.987118,greek,116 Stanton St,New York,10002,"['116 Stanton St', 'New York, NY 10002']"
830,Gray's Papaya,1409,3.5,$,40.7783783121866,-73.9815581747816,hotdog,2090 Broadway,New York,10023,"['2090 Broadway', 'New York, NY 10023']"
831,Sofia Wine Bar,698,4.0,$$,40.75502,-73.96913,italian,242 E 50th St,New York,10022,"['242 E 50th St', 'New York, NY 10022']"
832,Panino Rustico,510,4.5,$$,40.610494,-74.003153,italian,8222 17th Ave,Brooklyn,11214,"['8222 17th Ave', 'Brooklyn, NY 11214']"
833,Ten Degrees Bar,824,4.0,$$,40.72692,-73.98342,gastropubs,121 St Marks Pl,New York,10009,"['121 St Marks Pl', 'New York, NY 10009']"
834,Hide-Chan Ramen,1359,3.5,$$,40.75613,-73.9682,ramen,248 E 52nd St,New York,10022,"['248 E 52nd St', 'Fl 2', 'New York, NY 10022']"
835,Sukhumvit 51,793,4.0,$$,40.7559139831703,-73.9693867939228,thai,224 E 51st St,New York,10022,"['224 E 51st St', 'New York, NY 10022']"
836,Paul's Da Burger Joint,1022,4.0,$$,40.728539,-73.988017,burgers,131 2nd Ave,New York,10003,"['131 2nd Ave', 'New York, NY 10003']"
837,Amor y Amargo,481,4.0,$$,40.72572,-73.98428,cocktailbars,443 E 6th St,New York,10009,"['443 E 6th St', 'New York, NY 10009']"
838,Defontes,390,4.5,$$,40.6789444357833,-74.0053691263199,sandwiches,379 Columbia St,Brooklyn,11231,"['379 Columbia St', 'Brooklyn, NY 11231']"
839,Lella Alimentari,225,4.5,$$,40.71516,-73.946451,coffee,325 Manhattan Ave,Brooklyn,11211,"['325 Manhattan Ave', 'Brooklyn, NY 11211']"
840,HinoMaru Ramen,926,4.0,$$,40.774889916651,-73.9092001318932,ramen,33-18 Ditmars Blvd,Astoria,11105,"['33-18 Ditmars Blvd', 'Astoria, NY 11105']"
841,Jin Ramen,1002,4.0,$$,40.7854,-73.97709,ramen,462 Amsterdam Ave,New York,10024,"['462 Amsterdam Ave', 'New York, NY 10024']"
842,Antica Ristorante,515,4.5,$$$,40.7039355145338,-74.0121731758117,italian,8 Stone St,New York,10004,"['8 Stone St', 'New York, NY 10004']"
843,969 NYC Coffee,322,4.5,$,40.74779,-73.88553,coffee,37-61 80th St,Jackson Heights,11372,"['37-61 80th St', 'Jackson Heights, NY 11372']"
844,Pocha 32,1611,3.5,$$,40.747524574399,-73.9862626791,bars,15 W 32nd St,New York,10001,"['15 W 32nd St', 'Fl 2', 'New York, NY 10001']"
845,Arturo's,716,4.0,$$,40.7273563342024,-74.0004944801331,italian,106 W Houston St,New York,10012,"['106 W Houston St', 'New York, NY 10012']"
846,Saluggi's,576,4.0,$$,40.720131370119134,-74.00362290743904,pizza,325 Church St,New York,10013,"['325 Church St', 'New York, NY 10013']"
847,Casa Adela,512,4.0,$$,40.722650655675935,-73.97974337731952,latin,66 Loisaida Avenue,New York,10009,"['66 Loisaida Avenue', 'New York, NY 10009']"
848,Rosie's,806,4.0,$$,40.72492,-73.99079,mexican,29 E 2nd St,New York,10003,"['29 E 2nd St', 'New York, NY 10003']"
849,Tamashii Ramen,781,4.0,$$,40.7628026,-73.926578,ramen,2905 Broadway,Astoria,11106,"['2905 Broadway', 'Astoria, NY 11106']"
850,Pocket Bar NYC,291,4.5,$$,40.7633645,-73.9922985,wine_bars,455 W 48th St,New York,10019,"['455 W 48th St', 'New York, NY 10019']"
851,Los Tacos No. 1,283,4.5,$$,40.714282,-74.008675,tacos,136 Church St,New York,10007,"['136 Church St', 'New York, NY 10007']"
852,The Jin,404,4.5,$$,40.768541,-73.988734,korean,856 10th Ave,New York,10019,"['856 10th Ave', 'New York, NY 10019']"
853,Awesum Dimsum,317,4.5,$$,40.7388534,-73.98367370212858,dimsum,160 E 23rd St,New York,10010,"['160 E 23rd St', 'New York, NY 10010']"
854,Earl's Beer & Cheese,609,4.5,$$,40.78729,-73.95152,bars,1259 Park Ave,New York,10029,"['1259 Park Ave', 'New York, NY 10029']"
855,Sigiri,626,4.0,$$,40.726261,-73.986686,srilankan,91 1st Ave,New York,10003,"['91 1st Ave', 'New York, NY 10003']"
856,Cascalote Latin Bistro,374,4.5,$$,40.79271,-73.94069,latin,2126 2nd Ave,New York,10029,"['2126 2nd Ave', 'New York, NY 10029']"
857,My Cuban Spot,254,4.5,$$,40.6769086333056,-73.9861538242469,cuban,488 Carroll St,Brooklyn,11215,"['488 Carroll St', 'Brooklyn, NY 11215']"
858,Excellent Dumpling House,703,4.0,$$,40.7440494396358,-73.995028194335,dimsum,165 W 23rd St,New York,10011,"['165 W 23rd St', 'New York, NY 10011']"
859,CHILI,219,5.0,$$,40.75002,-73.98215,szechuan,13 E 37th St,New York,10016,"['13 E 37th St', 'New York, NY 10016']"
860,ABC Cocina,955,4.0,$$$,40.738005,-73.989251,tapasmallplates,38 E 19th St,New York,10003,"['38 E 19th St', 'New York, NY 10003']"
861,Yonah Schimmel's Knish Bakery,670,4.0,$,40.72314,-73.99016,kosher,137 E Houston St,New York,10002,"['137 E Houston St', 'New York, NY 10002']"
862,The Crabby Shack,753,4.0,$$,40.6772748759876,-73.9554135086263,seafood,613 Franklin Ave,Brooklyn,11238,"['613 Franklin Ave', 'Brooklyn, NY 11238']"
863,P.S. Kitchen,559,4.0,$$,40.760706,-73.986627,vegetarian,246 W 48th St,New York,10036,"['246 W 48th St', 'New York, NY 10036']"
864,Virgil's Real BBQ - New York,1675,3.5,$$,40.75685,-73.9851,bbq,152 W 44th St,New York,10036,"['152 W 44th St', 'Times Square', 'New York, NY 10036']"
865,Wayan,413,4.0,$$$,40.7213813139202,-73.9950757664721,indonesian,20 Spring St,New York,10012,"['20 Spring St', 'New York, NY 10012']"
866,Gran Morsi,419,4.5,$$$,40.7142052394856,-74.0077535494539,italian,22 Warren St,New York,10007,"['22 Warren St', 'New York, NY 10007']"
867,Xi'an Famous Foods,597,4.0,$,40.77197,-73.95452,chinese,328 E 78th St,New York,10075,"['328 E 78th St', 'New York, NY 10075']"
868,David's Brisket House and Deli,485,4.5,$$,40.679434,-73.949515,burgers,533 Nostrand Ave,Brooklyn,11216,"['533 Nostrand Ave', 'Brooklyn, NY 11216']"
869,Mughlai Indian Cuisine,557,4.5,$$,40.78002,-73.94978,indpak,1724 2nd Ave,New York,10128,"['1724 2nd Ave', 'New York, NY 10128']"
870,Shinka Ramen & Sake Bar,397,4.5,$$,40.7170795322745,-73.9952574670315,ramen,93 Bowery St,New York,10002,"['93 Bowery St', 'New York, NY 10002']"
871,Motorino,1096,3.5,$$,40.73039,-73.98381,pizza,349 E 12th St,New York,10003,"['349 E 12th St', 'New York, NY 10003']"
872,Mille-Feuille Bakery,535,4.0,$$,40.72933,-73.99808,bakeries,552 Laguardia Pl,New York,10012,"['552 Laguardia Pl', 'New York, NY 10012']"
873,Rocco Steakhouse,395,4.5,$$$,40.7438607,-73.9861214,tradamerican,72 Madison Ave,New York,10016,"['72 Madison Ave', 'New York, NY 10016']"
874,Momo Sushi Shack,659,4.0,$$,40.70512,-73.933463,japanese,43 Bogart St,Brooklyn,11206,"['43 Bogart St', 'Brooklyn, NY 11206']"
875,Nishida Sho-ten,816,4.0,$$,40.753969,-73.968722,ramen,302 E 49th St,New York,10017,"['302 E 49th St', 'New York, NY 10017']"
876,Stone Bridge Pizza & Salad,297,4.5,$$,40.75225,-73.98061,pizza,16 E 41st St,New York,10017,"['16 E 41st St', 'New York, NY 10017']"
877,POSTO NYCThinCrust Pizza,636,4.0,$$,40.73483,-73.98282,pizza,310 2nd Ave,New York,10003,"['310 2nd Ave', 'New York, NY 10003']"
878,Bedouin Tent,634,4.0,$$,40.6869769801458,-73.984394049936,mideastern,405 Atlantic Ave,Brooklyn,11217,"['405 Atlantic Ave', 'Brooklyn, NY 11217']"
879,Brooklyn Farmacy & Soda Fountain,720,4.0,$$,40.68398,-73.99923,icecream,513 Henry St,Brooklyn,11231,"['513 Henry St', 'Brooklyn, NY 11231']"
880,Kaoru,431,4.5,$$,40.75202,-73.96977,japanese,306 E 46th St,New York,10017,"['306 E 46th St', 'New York, NY 10017']"
881,Rosa Mexicano,1545,3.5,$$,40.7382067602025,-73.99086362045325,mexican,9 E 18th St,New York,10003,"['9 E 18th St', 'New York, NY 10003']"
882,Bowery Meat Company,570,4.0,$$$$,40.72453,-73.9917876,steak,9 E 1st St,New York,10003,"['9 E 1st St', 'New York, NY 10003']"
883,Little Choc Apothecary,476,4.5,$$,40.71192,-73.95721,creperies,141 Havemeyer St,Brooklyn,11211,"['141 Havemeyer St', 'Brooklyn, NY 11211']"
884,Cafe Triskell,454,4.5,$$,40.7557027855819,-73.9280135680406,french,33-04 36th Ave,Astoria,11106,"['33-04 36th Ave', 'Astoria, NY 11106']"
885,Mable's Smokehouse & Banquet Hall,931,4.0,$$,40.7211890204726,-73.9570004492998,bbq,44 Berry St,Brooklyn,11249,"['44 Berry St', 'Brooklyn, NY 11249']"
886,Decoy,441,4.0,$$$,40.73420741827725,-74.006519,chinese,529 Hudson St,New York,10014,"['529 Hudson St', 'New York, NY 10014']"
887,Soba Totto,897,4.0,$$,40.75122,-73.97317,japanese,211 E 43rd St,New York,10017,"['211 E 43rd St', 'New York, NY 10017']"
888,Patisserie Chanson,472,4.0,$$,40.7417,-73.990571,desserts,20 W 23rd St,New York,10010,"['20 W 23rd St', 'New York, NY 10010']"
889,Sanfords Astoria,996,4.0,$$,40.7623,-73.92555,breakfast_brunch,30-13 Broadway,Astoria,11106,"['30-13 Broadway', 'Astoria, NY 11106']"
890,Puerto Viejo,501,4.0,$$,40.67885,-73.96214,dominican,564 Grand Ave,Brooklyn,11238,"['564 Grand Ave', 'Brooklyn, NY 11238']"
891,Lakruwana Restaurant ,365,4.5,$$,40.62571,-74.075373,srilankan,668 Bay St,Staten Island,10304,"['668 Bay St', 'Staten Island, NY 10304']"
892,Devoción,532,4.0,$,40.716054,-73.964684,coffee,69 Grand St,Brooklyn,11249,"['69 Grand St', 'Brooklyn, NY 11249']"
893,99 Favor Taste - Brooklyn,889,4.0,$$,40.6355691,-74.0115482,chinese,732 61st St,Brooklyn,11220,"['732 61st St', 'Brooklyn, NY 11220']"
894,Rafele Ristorante,497,4.0,$$$,40.7309471231405,-74.0041171779098,italian,29 7th Ave S,New York,10014,"['29 7th Ave S', 'New York, NY 10014']"
895,Coney Shack,293,4.5,$$,40.76140851579951,-73.98063545283277,foodtrucks,152 West 52nd St,New York,10019,"['152 West 52nd St', 'New York, NY 10019']"
896,The Jolly Goat Coffee Bar,367,4.5,$,40.7633788826172,-73.9939211390981,coffee,515 W 47th St,New York,10036,"['515 W 47th St', 'New York, NY 10036']"
897,Hummus Kitchen,858,4.0,$$,40.76427,-73.98797,mideastern,768 9th Ave,New York,10019,"['768 9th Ave', 'New York, NY 10019']"
898,Sai,274,4.5,$$,40.73012,-73.8636,sushi,95-34 Queens Blvd,Rego Park,11374,"['95-34 Queens Blvd', 'Rego Park, NY 11374']"
899,Blue Stripes Cacao Shop,375,4.5,$$,40.73464,-73.9929,coffee,28 East 13th St,New York,10003,"['28 East 13th St', 'New York, NY 10003']"
900,Yakiniku Futago,411,4.0,$$$$,40.738851870947,-73.9941236398979,japanese,37 W 17th St,New York,10011,"['37 W 17th St', 'New York, NY 10011']"
901,Tommy Bahama Restaurant | Bar | Store - New York,612,4.0,$$$,40.7553882217953,-73.9792002147005,newamerican,551 5th Ave,New York,10176,"['551 5th Ave', 'New York, NY 10176']"
902,The Burrito Box,925,4.0,$$,40.76831,-73.98565,mexican,885 9th Ave,New York,10019,"['885 9th Ave', 'New York, NY 10019']"
903,The Grey Dog - Nolita,648,4.0,$$,40.7229699,-73.99576,coffee,244 Mulberry St,New York,10012,"['244 Mulberry St', 'New York, NY 10012']"
904,dell'anima,658,4.0,$$$,40.7661790467228,-73.99445587334046,italian,600 11th Ave,New York,10036,"['600 11th Ave', 'New York, NY 10036']"
905,Brooklyn Chop House,780,4.0,$$$,40.7115099,-74.00597,dimsum,150 Nassau St,New York,10038,"['150 Nassau St', 'New York, NY 10038']"
906,Mari Vanna,701,4.0,$$$,40.73888,-73.98851,russian,41 E 20th St,New York,10003,"['41 E 20th St', 'New York, NY 10003']"
907,The Cellar,666,4.0,$$,40.73889,-73.9897,tapasmallplates,900 Broadway,New York,10003,"['900 Broadway', 'New York, NY 10003']"
908,Doughnut Plant,633,4.0,$$,40.680653,-73.9747427,donuts,245 Flatbush Ave,Brooklyn,11217,"['245 Flatbush Ave', 'Brooklyn, NY 11217']"
909,Adoro Lei,334,4.5,$$,40.725612,-74.007916,italian,287 Hudson St,New York,10013,"['287 Hudson St', 'New York, NY 10013']"
910,Avra Estiatorio,933,4.0,$$$,40.755048569901554,-73.97243859999999,seafood,141 E 48th St,New York,10017,"['141 E 48th St', 'New York, NY 10017']"
911,DORADO Tacos & Quesadillas,682,4.0,$,40.73396,-73.99312,mexican,28 E 12th St,New York,10003,"['28 E 12th St', 'New York, NY 10003']"
912,Two 8 Two Bar & Burger,688,4.0,$$,40.688536,-73.989728,burgers,282 Atlantic Ave,Brooklyn,11201,"['282 Atlantic Ave', 'Brooklyn, NY 11201']"
913,Mesa Coyoacan,801,4.0,$$,40.715528,-73.944273,mexican,372 Graham Ave,Brooklyn,11211,"['372 Graham Ave', 'Brooklyn, NY 11211']"
914,Mei Jin Ramen,759,4.0,$$,40.775049,-73.953553,ramen,1574 2nd Ave,New York,10028,"['1574 2nd Ave', 'New York, NY 10028']"
915,DokoDemo,354,4.5,$,40.72638,-73.98964,teppanyaki,89 E 4th St,New York,10003,"['89 E 4th St', 'New York, NY 10003']"
916,Rockwood Music Hall,425,4.5,$$,40.722332,-73.988571,musicvenues,196 Allen St,New York,10002,"['196 Allen St', 'New York, NY 10002']"
917,Lady M Cake Boutique,1266,3.5,$$,40.752722,-73.9836459,desserts,36 W 40th St,New York,10018,"['36 W 40th St', 'New York, NY 10018']"
918,Mr. Taka Ramen,568,4.0,$$,40.72128,-73.98903,ramen,170 Allen St,New York,10002,"['170 Allen St', 'New York, NY 10002']"
919,Ruffian,242,4.5,$$$,40.7264,-73.98411,wine_bars,125 E 7th St,New York,10009,"['125 E 7th St', 'New York, NY 10009']"
920,Atera,299,4.5,$$$$,40.71694,-74.0057,newamerican,77 Worth St,New York,10013,"['77 Worth St', 'New York, NY 10013']"
921,Sarabeths - Central Park,1935,3.5,$$,40.765158,-73.975724,breakfast_brunch,40 Central Park S Located In West 59th St,New York,10019,"['40 Central Park S Located In West 59th St', 'Condominium', 'New York, NY 10019']"
922,Il Mulino New York - Downtown,582,4.0,$$$$,40.729807,-73.999159,italian,86 W 3rd St,New York,10012,"['86 W 3rd St', 'New York, NY 10012']"
923,RH Rooftop Restaurant New York,557,4.0,$$$,40.73985,-74.00639,tradamerican,9 9th Ave,New York,10014,"['9 9th Ave', 'New York, NY 10014']"
924,Blueprint,350,4.5,$$,40.6769,-73.980411,cocktailbars,196 5th Ave,Brooklyn,11217,"['196 5th Ave', 'Brooklyn, NY 11217']"
925,STK Steakhouse Downtown NYC,1648,3.5,$$$,40.739819917747255,-74.00727960552233,steak,26 Little West 12th St,New York,10014,"['26 Little West 12th St', 'New York, NY 10014']"
926,Little Pie Company,760,4.0,$$,40.75949,-73.99332,bakeries,424 W 43rd St,New York,10036,"['424 W 43rd St', 'New York, NY 10036']"
927,Sullivan Street Bakery,529,4.0,$$,40.76366,-73.994716,bakeries,533 W 47th St,New York,10036,"['533 W 47th St', 'New York, NY 10036']"
928,Oscar Wilde,909,4.0,$$,40.74514,-73.9900399,cocktailbars,45 W 27th St,New York,10001,"['45 W 27th St', 'New York, NY 10001']"
929,Angelo's Coal Oven Pizzeria,971,4.0,$$,40.76492,-73.97794,pizza,117 W 57th St,New York,10019,"['117 W 57th St', 'New York, NY 10019']"
930,Emmy Squared Pizza - Brooklyn,703,4.0,$$,40.712168,-73.955707,pizza,364 Grand St,Brooklyn,11211,"['364 Grand St', 'Brooklyn, NY 11211']"
931,Urban Vegan Kitchen,599,4.0,$$,40.7302,-74.00368,vegan,41 Carmine St,New York,10014,"['41 Carmine St', 'New York, NY 10014']"
932,The Bar Room,514,4.0,$$$,40.7610309319265,-73.9765593703613,lounges,9 W 53rd St,New York,10019,"['9 W 53rd St', 'New York, NY 10019']"
933,Duzan Mediterranean Grill,639,4.0,$$,40.7684923638382,-73.9111769199371,mideastern,2411 Steinway St,Astoria,11103,"['2411 Steinway St', 'Astoria, NY 11103']"
934,Barney Greengrass,805,4.0,$$,40.7879308300971,-73.9745054748688,gourmet,541 Amsterdam Ave,New York,10024,"['541 Amsterdam Ave', 'New York, NY 10024']"
935,SUteiShi,544,4.0,$$$,40.70788,-74.00194,japanese,24 Peck Slip,New York,10038,"['24 Peck Slip', 'New York, NY 10038']"
936,Brandy Library,630,4.0,$$$,40.720073,-74.007227,newamerican,25 N Moore St,New York,10013,"['25 N Moore St', 'New York, NY 10013']"
937,Spicy Moon West Village,220,4.5,$$,40.729318,-73.99832,szechuan,68 W 3rd St,New York,10012,"['68 W 3rd St', 'New York, NY 10012']"
938,Balade - Your Way,384,4.5,$$,40.7524299621582,-73.9887237548828,lebanese,144 West 37th St,New York,10018,"['144 West 37th St', 'New York, NY 10018']"
939,Katz's Delicatessen,13441,4.0,$$,40.722237,-73.9875259,delis,205 E Houston St,New York,10002,"['205 E Houston St', 'New York, NY 10002']"
940,Peter Luger,6227,4.0,$$$$,40.709945,-73.962478,steak,178 Broadway,Brooklyn,11211,"['178 Broadway', 'Brooklyn, NY 11211']"
